,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,consumption-for-eg-btu-units,consumption-uto,consumption-uto-units,consumption-uto-btu,consumption-uto-btu-units,cost,cost-units,cost-per-btu,cost-per-btu-units,generation,generation-units,heat-content,heat-content-units,receipts,receipts-units,receipts-btu,receipts-btu-units,stocks,stocks-units,total-consumption,total-consumption-units,total-consumption-btu,total-consumption-btu-units
3405,2023-05,PA,Pennsylvania,99,All Sectors,COW,all coal products,670.157,thousand short tons,9.69301,million MMBtu,21.426,thousand short tons,0.34006,million MMBtu,,dollars per short tons,,dollars per million Btu,818.22817,thousand megawatthours,14.5074,Btu per short tons,495.204,thousand short tons,8604.75212,billion Btu,,thousand short tons,691.583,thousand short tons,10.03308,million MMBtu
3406,2023-05,PA,Pennsylvania,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.74177,million MMBtu,0.0,thousand physical units,0.97552,million MMBtu,,dollars per physical units,,dollars per million Btu,411.59106,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,3.71729,million MMBtu
3407,2023-05,PA,Pennsylvania,99,All Sectors,ALL,all fuels,0.0,thousand physical units,146.31105,million MMBtu,0.0,thousand physical units,4.39651,million MMBtu,,dollars per physical units,,dollars per million Btu,17173.71266,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,150.70756,million MMBtu
3408,2023-05,PA,Pennsylvania,99,All Sectors,REN,renewable,1299.937,thousand physical units,3.47605,million MMBtu,112.463,thousand physical units,0.97552,million MMBtu,,dollars per physical units,,dollars per million Btu,626.79648,thousand megawatthours,1.9717,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1412.4,thousand physical units,4.45157,million MMBtu
3409,2023-05,PA,Pennsylvania,99,All Sectors,PET,petroleum,15.77629,thousand barrels,0.08674,million MMBtu,0.642,thousand barrels,0.0037,million MMBtu,,dollars per barrels,,dollars per million Btu,0.79726,thousand megawatthours,5.5084,Btu per barrels,8.726,thousand barrels,53.22934,billion Btu,,thousand barrels,16.41829,thousand barrels,0.09044,million MMBtu
3410,2023-05,PA,Pennsylvania,99,All Sectors,NUC,nuclear,0.0,thousand physical units,59.52115,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,5696.894,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,59.52115,million MMBtu
3411,2023-05,PA,Pennsylvania,99,All Sectors,NGO,natural gas & other gases,70341.012,thousand Mcf,72.19992,million MMBtu,9266.154,thousand Mcf,2.99092,million MMBtu,,dollars per Mcf,,dollars per million Btu,10018.07016,thousand megawatthours,0.9445,Btu per Mcf,66982.979,thousand Mcf,69265.35124,billion Btu,,thousand Mcf,79607.166,thousand Mcf,75.19085,million MMBtu
3412,2023-06,PA,Pennsylvania,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.34839,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,102.10685,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.34839,million MMBtu
3413,2023-06,PA,Pennsylvania,99,All Sectors,COW,all coal products,515.123,thousand short tons,5.86419,million MMBtu,13.401,thousand short tons,0.23619,million MMBtu,,dollars per short tons,,dollars per million Btu,467.77315,thousand megawatthours,11.5423,Btu per short tons,511.574,thousand short tons,8852.68339,billion Btu,,thousand short tons,528.524,thousand short tons,6.10038,million MMBtu
3414,2023-06,PA,Pennsylvania,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.56413,million MMBtu,0.0,thousand physical units,0.70103,million MMBtu,,dollars per physical units,,dollars per million Btu,366.56876,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,3.26517,million MMBtu
3415,2023-06,PA,Pennsylvania,99,All Sectors,ALL,all fuels,0.0,thousand physical units,166.57949,million MMBtu,0.0,thousand physical units,4.15231,million MMBtu,,dollars per physical units,,dollars per million Btu,19747.13503,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,170.7318,million MMBtu
3416,2023-06,PA,Pennsylvania,99,All Sectors,REN,renewable,1318.72,thousand physical units,2.91252,million MMBtu,97.23,thousand physical units,0.70103,million MMBtu,,dollars per physical units,,dollars per million Btu,468.67561,thousand megawatthours,1.7325,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1415.95,thousand physical units,3.61355,million MMBtu
3417,2023-06,PA,Pennsylvania,99,All Sectors,PET,petroleum,21.49303,thousand barrels,0.11531,million MMBtu,1.639,thousand barrels,0.01047,million MMBtu,,dollars per barrels,,dollars per million Btu,16.67362,thousand megawatthours,5.4376,Btu per barrels,10.674,thousand barrels,63.07776,billion Btu,,thousand barrels,23.13203,thousand barrels,0.12578,million MMBtu
3418,2023-06,PA,Pennsylvania,99,All Sectors,NUC,nuclear,0.0,thousand physical units,67.84182,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,6493.283,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,67.84182,million MMBtu
3419,2023-06,PA,Pennsylvania,99,All Sectors,NGO,natural gas & other gases,85967.377,thousand Mcf,88.53247,million MMBtu,8517.781,thousand Mcf,3.11722,million MMBtu,,dollars per Mcf,,dollars per million Btu,12291.83189,thousand megawatthours,0.97,Btu per Mcf,81987.886,thousand Mcf,84765.06868,billion Btu,,thousand Mcf,94485.158,thousand Mcf,91.6497,million MMBtu
3420,2023-07,PA,Pennsylvania,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.54398,million MMBtu,0.0,thousand physical units,0.92049,million MMBtu,,dollars per physical units,,dollars per million Btu,340.00398,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,3.46447,million MMBtu
3421,2023-07,PA,Pennsylvania,99,All Sectors,ALL,all fuels,0.0,thousand physical units,202.3205,million MMBtu,0.0,thousand physical units,4.39697,million MMBtu,,dollars per physical units,,dollars per million Btu,23608.7086,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,206.71747,million MMBtu
3422,2023-07,PA,Pennsylvania,99,All Sectors,REN,renewable,1326.487,thousand physical units,3.30486,million MMBtu,109.404,thousand physical units,0.92049,million MMBtu,,dollars per physical units,,dollars per million Btu,563.00486,thousand megawatthours,1.9327,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1435.891,thousand physical units,4.22535,million MMBtu
3423,2023-07,PA,Pennsylvania,99,All Sectors,PET,petroleum,17.02786,thousand barrels,0.09752,million MMBtu,0.243,thousand barrels,0.00146,million MMBtu,,dollars per barrels,,dollars per million Btu,6.52285,thousand megawatthours,5.7307,Btu per barrels,13.626,thousand barrels,81.7488,billion Btu,,thousand barrels,17.27086,thousand barrels,0.09897,million MMBtu
3424,2023-07,PA,Pennsylvania,99,All Sectors,NUC,nuclear,0.0,thousand physical units,68.92015,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,6596.492,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,68.92015,million MMBtu
3425,2023-07,PA,Pennsylvania,99,All Sectors,NGO,natural gas & other gases,102821.116,thousand Mcf,105.42476,million MMBtu,8121.516,thousand Mcf,3.13913,million MMBtu,,dollars per Mcf,,dollars per million Btu,14335.22232,thousand megawatthours,0.9786,Btu per Mcf,96614.673,thousand Mcf,99984.60356,billion Btu,,thousand Mcf,110942.632,thousand Mcf,108.56389,million MMBtu
3426,2023-07,PA,Pennsylvania,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.76088,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,223.00088,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.76088,million MMBtu
3427,2023-07,PA,Pennsylvania,99,All Sectors,COW,all coal products,1273.217,thousand short tons,23.18457,million MMBtu,13.037,thousand short tons,0.2562,million MMBtu,,dollars per short tons,,dollars per million Btu,2102.66788,thousand megawatthours,18.2241,Btu per short tons,695.758,thousand short tons,11160.0413,billion Btu,,thousand short tons,1286.254,thousand short tons,23.44077,million MMBtu
3428,2023-08,PA,Pennsylvania,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.78754,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,230.81597,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.78754,million MMBtu
3429,2023-08,PA,Pennsylvania,99,All Sectors,COW,all coal products,1232.087,thousand short tons,22.61658,million MMBtu,18.382,thousand short tons,0.31236,million MMBtu,,dollars per short tons,,dollars per million Btu,2082.81949,thousand megawatthours,18.3363,Btu per short tons,557.249,thousand short tons,7851.71551,billion Btu,,thousand short tons,1250.469,thousand short tons,22.92894,million MMBtu
3430,2023-08,PA,Pennsylvania,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.71212,million MMBtu,0.0,thousand physical units,0.93201,million MMBtu,,dollars per physical units,,dollars per million Btu,380.82457,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,3.64413,million MMBtu
3431,2023-08,PA,Pennsylvania,99,All Sectors,ALL,all fuels,0.0,thousand physical units,197.21568,million MMBtu,0.0,thousand physical units,4.67159,million MMBtu,,dollars per physical units,,dollars per million Btu,23209.87786,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,201.88726,million MMBtu
3432,2023-08,PA,Pennsylvania,99,All Sectors,REN,renewable,1310.29,thousand physical units,3.49966,million MMBtu,107.168,thousand physical units,0.93201,million MMBtu,,dollars per physical units,,dollars per million Btu,611.64054,thousand megawatthours,1.9963,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1417.458,thousand physical units,4.43167,million MMBtu
3433,2023-08,PA,Pennsylvania,99,All Sectors,PET,petroleum,16.34101,thousand barrels,0.09191,million MMBtu,0.267,thousand barrels,0.00166,million MMBtu,,dollars per barrels,,dollars per million Btu,5.85767,thousand megawatthours,5.6339,Btu per barrels,82.256,thousand barrels,471.61792,billion Btu,,thousand barrels,16.60801,thousand barrels,0.09357,million MMBtu
3434,2023-08,PA,Pennsylvania,99,All Sectors,NUC,nuclear,0.0,thousand physical units,69.15173,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,6618.657,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,69.15173,million MMBtu
3435,2023-08,PA,Pennsylvania,99,All Sectors,NGO,natural gas & other gases,98759.294,thousand Mcf,100.43083,million MMBtu,9971.695,thousand Mcf,3.33524,million MMBtu,,dollars per Mcf,,dollars per million Btu,13894.88959,thousand megawatthours,0.9543,Btu per Mcf,92713.248,thousand Mcf,95941.9892,billion Btu,,thousand Mcf,108730.989,thousand Mcf,103.76607,million MMBtu
3436,2023-09,PA,Pennsylvania,99,All Sectors,ALL,all fuels,0.0,thousand physical units,168.50887,million MMBtu,0.0,thousand physical units,5.52953,million MMBtu,,dollars per physical units,,dollars per million Btu,20029.62354,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,174.0384,million MMBtu
3437,2023-09,PA,Pennsylvania,99,All Sectors,REN,renewable,1333.484,thousand physical units,3.28205,million MMBtu,101.426,thousand physical units,0.91124,million MMBtu,,dollars per physical units,,dollars per million Btu,560.87312,thousand megawatthours,1.9023,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1434.91,thousand physical units,4.19329,million MMBtu
3438,2023-09,PA,Pennsylvania,99,All Sectors,PET,petroleum,12.51959,thousand barrels,0.07261,million MMBtu,0.847,thousand barrels,0.0049,million MMBtu,,dollars per barrels,,dollars per million Btu,4.69082,thousand megawatthours,5.7985,Btu per barrels,29.257,thousand barrels,170.60765,billion Btu,,thousand barrels,13.36659,thousand barrels,0.07751,million MMBtu
3439,2023-09,PA,Pennsylvania,99,All Sectors,NUC,nuclear,0.0,thousand physical units,64.81201,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,6203.293,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,64.81201,million MMBtu
3440,2023-09,PA,Pennsylvania,99,All Sectors,NGO,natural gas & other gases,88016.468,thousand Mcf,90.14856,million MMBtu,16772.277,thousand Mcf,4.24933,million MMBtu,,dollars per Mcf,,dollars per million Btu,12514.34002,thousand megawatthours,0.9008,Btu per Mcf,83273.076,thousand Mcf,86320.99265,billion Btu,,thousand Mcf,104788.745,thousand Mcf,94.39789,million MMBtu
3441,2023-09,PA,Pennsylvania,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.70672,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,207.12608,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.70672,million MMBtu
3442,2023-09,PA,Pennsylvania,99,All Sectors,COW,all coal products,570.008,thousand short tons,8.86744,million MMBtu,17.037,thousand short tons,0.2753,million MMBtu,37.65,dollars per short tons,2.6447,dollars per million Btu,760.79169,thousand megawatthours,15.5742,Btu per short tons,224.534,thousand short tons,3196.58399,billion Btu,,thousand short tons,587.045,thousand short tons,9.14274,million MMBtu
3443,2023-09,PA,Pennsylvania,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.57533,million MMBtu,0.0,thousand physical units,0.91124,million MMBtu,,dollars per physical units,,dollars per million Btu,353.74704,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,3.48657,million MMBtu
3444,2023-10,PA,Pennsylvania,99,All Sectors,ALL,all fuels,0.0,thousand physical units,146.33203,million MMBtu,0.0,thousand physical units,5.18432,million MMBtu,,dollars per physical units,,dollars per million Btu,16944.21669,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,151.51635,million MMBtu
3445,2023-10,PA,Pennsylvania,99,All Sectors,REN,renewable,1190.891,thousand physical units,3.84219,million MMBtu,103.87,thousand physical units,0.9282,million MMBtu,,dollars per physical units,,dollars per million Btu,733.7383,thousand megawatthours,2.1102,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1294.761,thousand physical units,4.7704,million MMBtu
